date,channel,campaign,spend,clicks,impressions,sales_cost
2013-09-09,Google,nonbrand,299.7,222,1110,35.96
2013-09-09,direct,(direct),0.0,26,26,0.0
2013-09-10,Affiliate,(organic/referral),3.45,23,46,0.17
2013-09-10,Bing,brand,5.5,5,20,0.66
2013-09-10,Bing,nonbrand,37.4,34,136,4.49
2013-09-10,Google,brand,25.65,19,95,3.08
2013-09-10,Google,nonbrand,322.65,239,1195,38.72
2013-09-10,direct,(direct),0.0,35,35,0.0
2013-09-11,Affiliate,(organic/referral),4.5,30,60,0.22
2013-09-11,Bing,brand,4.4,4,16,0.53
2013-09-11,Bing,nonbrand,56.1,51,204,6.73
2013-09-11,Google,brand,41.85,31,155,5.02
2013-09-11,Google,nonbrand,340.2,252,1260,40.82
2013-09-11,direct,(direct),0.0,24,24,0.0
2013-09-12,Affiliate,(organic/referral),4.5,30,60,0.22
2013-09-12,Bing,brand,5.5,5,20,0.66
2013-09-12,Bing,nonbrand,45.1,41,164,5.41
2013-09-12,Google,brand,18.9,14,70,2.27
2013-09-12,Google,nonbrand,334.8,248,1240,40.18
2013-09-12,direct,(direct),0.0,24,24,0.0
2013-09-13,Affiliate,(organic/referral),4.2,28,56,0.21
2013-09-13,Bing,brand,4.4,4,16,0.53
2013-09-13,Bing,nonbrand,44.0,40,160,5.28
2013-09-13,Google,brand,24.3,18,90,2.92
2013-09-13,Google,nonbrand,275.4,204,1020,33.05
2013-09-13,direct,(direct),0.0,25,25,0.0
2013-09-14,Affiliate,(organic/referral),1.95,13,26,0.1
2013-09-14,Bing,brand,5.5,5,20,0.66
2013-09-14,Bing,nonbrand,18.7,17,68,2.24
2013-09-14,Google,brand,17.55,13,65,2.11
2013-09-14,Google,nonbrand,164.7,122,610,19.76
2013-09-14,direct,(direct),0.0,8,8,0.0
2013-09-15,Affiliate,(organic/referral),2.7,18,36,0.13
2013-09-15,Bing,brand,2.2,2,8,0.26
2013-09-15,Bing,nonbrand,36.3,33,132,4.36
2013-09-15,Google,brand,9.45,7,35,1.13
2013-09-15,Google,nonbrand,144.45,107,535,17.33
2013-09-15,direct,(direct),0.0,15,15,0.0
2013-09-16,Affiliate,(organic/referral),5.7,38,76,0.29
2013-09-16,Bing,brand,2.2,2,8,0.26
2013-09-16,Bing,nonbrand,46.2,42,168,5.54
2013-09-16,Google,brand,27.0,20,100,3.24
2013-09-16,Google,nonbrand,321.3,238,1190,38.56
2013-09-16,direct,(direct),0.0,27,27,0.0
2013-09-17,Affiliate,(organic/referral),4.65,31,62,0.23
2013-09-17,Bing,brand,7.7,7,28,0.92
2013-09-17,Bing,nonbrand,59.4,54,216,7.13
2013-09-17,Google,brand,12.15,9,45,1.46
2013-09-17,Google,nonbrand,349.65,259,1295,41.96
2013-09-17,direct,(direct),0.0,32,32,0.0
2013-09-18,Affiliate,(organic/referral),5.1,34,68,0.26
2013-09-18,Bing,brand,11.0,10,40,1.32
2013-09-18,Bing,nonbrand,51.7,47,188,6.2
2013-09-18,Google,brand,35.1,26,130,4.21
2013-09-18,Google,nonbrand,380.7,282,1410,45.68
2013-09-18,direct,(direct),0.0,32,32,0.0
2013-09-19,Affiliate,(organic/referral),5.85,39,78,0.29
2013-09-19,Bing,brand,4.4,4,16,0.53
2013-09-19,Bing,nonbrand,55.0,50,200,6.6
2013-09-19,Google,brand,33.75,25,125,4.05
2013-09-19,Google,nonbrand,329.4,244,1220,39.53
2013-09-19,direct,(direct),0.0,30,30,0.0
2013-09-20,Affiliate,(organic/referral),4.35,29,58,0.22
2013-09-20,Bing,brand,1.1,1,4,0.13
2013-09-20,Bing,nonbrand,60.5,55,220,7.26
2013-09-20,Google,brand,37.8,28,140,4.54
2013-09-20,Google,nonbrand,345.6,256,1280,41.47
2013-09-20,direct,(direct),0.0,25,25,0.0
2013-09-21,Affiliate,(organic/referral),2.25,15,30,0.11
2013-09-21,Bing,brand,3.3,3,12,0.4
2013-09-21,Bing,nonbrand,26.4,24,96,3.17
2013-09-21,Google,brand,14.85,11,55,1.78
2013-09-21,Google,nonbrand,149.85,111,555,17.98
2013-09-21,direct,(direct),0.0,7,7,0.0
2013-09-22,Affiliate,(organic/referral),1.95,13,26,0.1
2013-09-22,Bing,brand,3.3,3,12,0.4
2013-09-22,Bing,nonbrand,24.2,22,88,2.9
2013-09-22,Google,brand,22.95,17,85,2.75
2013-09-22,Google,nonbrand,198.45,147,735,23.81
2013-09-22,direct,(direct),0.0,14,14,0.0
2013-09-23,Affiliate,(organic/referral),3.9,26,52,0.2
2013-09-23,Bing,brand,7.7,7,28,0.92
2013-09-23,Bing,nonbrand,50.6,46,184,6.07
2013-09-23,Google,brand,25.65,19,95,3.08
2013-09-23,Google,nonbrand,359.1,266,1330,43.09
2013-09-23,direct,(direct),0.0,26,26,0.0
2013-09-24,Affiliate,(organic/referral),4.5,30,60,0.22
2013-09-24,Bing,brand,4.4,4,16,0.53
2013-09-24,Bing,nonbrand,66.0,60,240,7.92
2013-09-24,Google,brand,36.45,27,135,4.37
2013-09-24,Google,nonbrand,333.45,247,1235,40.01
2013-09-24,direct,(direct),0.0,30,30,0.0
2013-09-25,Affiliate,(organic/referral),5.4,36,72,0.27
2013-09-25,Bing,brand,9.9,9,36,1.19
2013-09-25,Bing,nonbrand,55.0,50,200,6.6
2013-09-25,Google,brand,27.0,20,100,3.24
2013-09-25,Google,nonbrand,341.55,253,1265,40.99
2013-09-25,direct,(direct),0.0,21,21,0.0
2013-09-26,Affiliate,(organic/referral),4.05,27,54,0.2
2013-09-26,Bing,brand,8.8,8,32,1.06
2013-09-26,Bing,nonbrand,60.5,55,220,7.26
2013-09-26,Google,brand,25.65,19,95,3.08
2013-09-26,Google,nonbrand,328.05,243,1215,39.37
2013-09-26,direct,(direct),0.0,29,29,0.0
2013-09-27,Affiliate,(organic/referral),3.6,24,48,0.18
2013-09-27,Bing,brand,7.7,7,28,0.92
2013-09-27,Bing,nonbrand,58.3,53,212,7.0
2013-09-27,Google,brand,35.1,26,130,4.21
2013-09-27,Google,nonbrand,311.85,231,1155,37.42
2013-09-27,direct,(direct),0.0,29,29,0.0
2013-09-28,Affiliate,(organic/referral),1.8,12,24,0.09
2013-09-28,Bing,brand,3.3,3,12,0.4
2013-09-28,Bing,nonbrand,31.9,29,116,3.83
2013-09-28,Google,brand,18.9,14,70,2.27
2013-09-28,Google,nonbrand,155.25,115,575,18.63
2013-09-28,direct,(direct),0.0,11,11,0.0
2013-09-29,Affiliate,(organic/referral),3.0,20,40,0.15
2013-09-29,Bing,brand,4.4,4,16,0.53
2013-09-29,Bing,nonbrand,24.2,22,88,2.9
2013-09-29,Google,brand,28.35,21,105,3.4
2013-09-29,Google,nonbrand,166.05,123,615,19.93
2013-09-29,direct,(direct),0.0,16,16,0.0
2013-09-30,Affiliate,(organic/referral),4.95,33,66,0.25
2013-09-30,Bing,brand,5.5,5,20,0.66
2013-09-30,Bing,nonbrand,42.9,39,156,5.15
2013-09-30,Google,brand,37.8,28,140,4.54
2013-09-30,Google,nonbrand,344.25,255,1275,41.31
2013-09-30,direct,(direct),0.0,20,20,0.0
2013-10-01,Affiliate,(organic/referral),4.65,31,62,0.23
2013-10-01,Bing,brand,7.7,7,28,0.92
2013-10-01,Bing,nonbrand,64.9,59,236,7.79
2013-10-01,Google,brand,32.4,24,120,3.89
2013-10-01,Google,nonbrand,357.75,265,1325,42.93
2013-10-01,direct,(direct),0.0,34,34,0.0
2013-10-02,Affiliate,(organic/referral),4.8,32,64,0.24
2013-10-02,Bing,brand,8.8,8,32,1.06
2013-10-02,Bing,nonbrand,35.2,32,128,4.22
2013-10-02,Google,brand,40.5,30,150,4.86
2013-10-02,Google,nonbrand,346.95,257,1285,41.63
2013-10-02,direct,(direct),0.0,24,24,0.0
2013-10-03,Affiliate,(organic/referral),5.55,37,74,0.28
2013-10-03,Bing,brand,15.4,14,56,1.85
2013-10-03,Bing,nonbrand,56.1,51,204,6.73
2013-10-03,Google,brand,40.5,30,150,4.86
2013-10-03,Google,nonbrand,315.9,234,1170,37.91
2013-10-03,direct,(direct),0.0,43,43,0.0
2013-10-04,Affiliate,(organic/referral),3.9,26,52,0.2
2013-10-04,Bing,brand,2.2,2,8,0.26
2013-10-04,Bing,nonbrand,42.9,39,156,5.15
2013-10-04,Google,brand,20.25,15,75,2.43
2013-10-04,Google,nonbrand,348.3,258,1290,41.8
2013-10-04,direct,(direct),0.0,31,31,0.0
2013-10-05,Affiliate,(organic/referral),3.0,20,40,0.15
2013-10-05,Bing,brand,3.3,3,12,0.4
2013-10-05,Bing,nonbrand,20.9,19,76,2.51
2013-10-05,Google,brand,17.55,13,65,2.11
2013-10-05,Google,nonbrand,171.45,127,635,20.57
2013-10-05,direct,(direct),0.0,17,17,0.0
2013-10-06,Affiliate,(organic/referral),2.25,15,30,0.11
2013-10-06,Bing,nonbrand,27.5,25,100,3.3
2013-10-06,Google,brand,17.55,13,65,2.11
2013-10-06,Google,nonbrand,167.4,124,620,20.09
2013-10-06,direct,(direct),0.0,15,15,0.0
2013-10-07,Affiliate,(organic/referral),4.2,28,56,0.21
2013-10-07,Bing,brand,7.7,7,28,0.92
2013-10-07,Bing,nonbrand,61.6,56,224,7.39
2013-10-07,Google,brand,28.35,21,105,3.4
2013-10-07,Google,nonbrand,322.65,239,1195,38.72
2013-10-07,direct,(direct),0.0,28,28,0.0
2013-10-08,Affiliate,(organic/referral),4.65,31,62,0.23
2013-10-08,Bing,brand,8.8,8,32,1.06
2013-10-08,Bing,nonbrand,64.9,59,236,7.79
2013-10-08,Google,brand,28.35,21,105,3.4
2013-10-08,Google,nonbrand,352.35,261,1305,42.28
2013-10-08,direct,(direct),0.0,27,27,0.0
2013-10-09,Affiliate,(organic/referral),7.2,48,96,0.36
2013-10-09,Bing,brand,5.5,5,20,0.66
2013-10-09,Bing,nonbrand,70.4,64,256,8.45
2013-10-09,Google,brand,39.15,29,145,4.7
2013-10-09,Google,nonbrand,384.75,285,1425,46.17
2013-10-09,direct,(direct),0.0,48,48,0.0
2013-10-10,Affiliate,(organic/referral),6.3,42,84,0.32
2013-10-10,Bing,brand,8.8,8,32,1.06
2013-10-10,Bing,nonbrand,58.3,53,212,7.0
2013-10-10,Google,brand,39.15,29,145,4.7
2013-10-10,Google,nonbrand,388.8,288,1440,46.66
2013-10-10,direct,(direct),0.0,24,24,0.0
2013-10-11,Affiliate,(organic/referral),4.95,33,66,0.25
2013-10-11,Bing,brand,8.8,8,32,1.06
2013-10-11,Bing,nonbrand,55.0,50,200,6.6
2013-10-11,Google,brand,35.1,26,130,4.21
2013-10-11,Google,nonbrand,340.2,252,1260,40.82
2013-10-11,direct,(direct),0.0,44,44,0.0
2013-10-12,Affiliate,(organic/referral),2.1,14,28,0.11
2013-10-12,Bing,brand,5.5,5,20,0.66
2013-10-12,Bing,nonbrand,29.7,27,108,3.56
2013-10-12,Google,brand,13.5,10,50,1.62
2013-10-12,Google,nonbrand,159.3,118,590,19.12
2013-10-12,direct,(direct),0.0,19,19,0.0
2013-10-13,Affiliate,(organic/referral),1.35,9,18,0.07
2013-10-13,Bing,brand,4.4,4,16,0.53
2013-10-13,Bing,nonbrand,37.4,34,136,4.49
2013-10-13,Google,brand,24.3,18,90,2.92
2013-10-13,Google,nonbrand,151.2,112,560,18.14
2013-10-13,direct,(direct),0.0,13,13,0.0
2013-10-14,Affiliate,(organic/referral),5.1,34,68,0.26
2013-10-14,Bing,brand,7.7,7,28,0.92
2013-10-14,Bing,nonbrand,41.8,38,152,5.02
2013-10-14,Google,brand,29.7,22,110,3.56
2013-10-14,Google,nonbrand,351.0,260,1300,42.12
2013-10-14,direct,(direct),0.0,40,40,0.0
2013-10-15,Affiliate,(organic/referral),4.5,30,60,0.22
2013-10-15,Bing,brand,7.7,7,28,0.92
2013-10-15,Bing,nonbrand,57.2,52,208,6.86
2013-10-15,Google,brand,28.35,21,105,3.4
2013-10-15,Google,nonbrand,321.3,238,1190,38.56
2013-10-15,direct,(direct),0.0,34,34,0.0
2013-10-16,Affiliate,(organic/referral),6.15,41,82,0.31
2013-10-16,Bing,nonbrand,34.1,31,124,4.09
2013-10-16,Google,brand,37.8,28,140,4.54
2013-10-16,Google,nonbrand,390.15,289,1445,46.82
2013-10-16,direct,(direct),0.0,26,26,0.0
2013-10-17,Affiliate,(organic/referral),4.8,32,64,0.24
2013-10-17,Bing,brand,4.4,4,16,0.53
2013-10-17,Bing,nonbrand,47.3,43,172,5.68
2013-10-17,Google,brand,22.95,17,85,2.75
2013-10-17,Google,nonbrand,345.6,256,1280,41.47
2013-10-17,direct,(direct),0.0,39,39,0.0
2013-10-18,Affiliate,(organic/referral),4.2,28,56,0.21
2013-10-18,Bing,brand,8.8,8,32,1.06
2013-10-18,Bing,nonbrand,37.4,34,136,4.49
2013-10-18,Google,brand,33.75,25,125,4.05
2013-10-18,Google,nonbrand,275.4,204,1020,33.05
2013-10-18,direct,(direct),0.0,24,24,0.0
2013-10-19,Affiliate,(organic/referral),3.6,24,48,0.18
2013-10-19,Bing,brand,3.3,3,12,0.4
2013-10-19,Bing,nonbrand,20.9,19,76,2.51
2013-10-19,Google,brand,8.1,6,30,0.97
2013-10-19,Google,nonbrand,124.2,92,460,14.9
2013-10-19,direct,(direct),0.0,12,12,0.0
2013-10-20,Affiliate,(organic/referral),2.4,16,32,0.12
2013-10-20,Bing,brand,2.2,2,8,0.26
2013-10-20,Bing,nonbrand,20.9,19,76,2.51
2013-10-20,Google,brand,13.5,10,50,1.62
2013-10-20,Google,nonbrand,157.95,117,585,18.95
2013-10-20,direct,(direct),0.0,22,22,0.0
2013-10-21,Affiliate,(organic/referral),5.25,35,70,0.26
2013-10-21,Bing,brand,5.5,5,20,0.66
2013-10-21,Bing,nonbrand,53.9,49,196,6.47
2013-10-21,Google,brand,41.85,31,155,5.02
2013-10-21,Google,nonbrand,298.35,221,1105,35.8
2013-10-21,direct,(direct),0.0,33,33,0.0
2013-10-22,Affiliate,(organic/referral),5.85,39,78,0.29
2013-10-22,Bing,brand,6.6,6,24,0.79
2013-10-22,Bing,nonbrand,57.2,52,208,6.86
2013-10-22,Google,brand,33.75,25,125,4.05
2013-10-22,Google,nonbrand,361.8,268,1340,43.42
2013-10-22,direct,(direct),0.0,27,27,0.0
2013-10-23,Affiliate,(organic/referral),5.4,36,72,0.27
2013-10-23,Bing,brand,4.4,4,16,0.53
2013-10-23,Bing,nonbrand,51.7,47,188,6.2
2013-10-23,Google,brand,33.75,25,125,4.05
2013-10-23,Google,nonbrand,338.85,251,1255,40.66
2013-10-23,direct,(direct),0.0,31,31,0.0
2013-10-24,Affiliate,(organic/referral),4.8,32,64,0.24
2013-10-24,Bing,brand,6.6,6,24,0.79
2013-10-24,Bing,nonbrand,58.3,53,212,7.0
2013-10-24,Google,brand,41.85,31,155,5.02
2013-10-24,Google,nonbrand,348.3,258,1290,41.8
2013-10-24,direct,(direct),0.0,21,21,0.0
2013-10-25,Affiliate,(organic/referral),4.05,27,54,0.2
2013-10-25,Bing,brand,4.4,4,16,0.53
2013-10-25,Bing,nonbrand,50.6,46,184,6.07
2013-10-25,Google,brand,32.4,24,120,3.89
2013-10-25,Google,nonbrand,317.25,235,1175,38.07
2013-10-25,direct,(direct),0.0,25,25,0.0
2013-10-26,Affiliate,(organic/referral),2.7,18,36,0.13
2013-10-26,Bing,brand,2.2,2,8,0.26
2013-10-26,Bing,nonbrand,29.7,27,108,3.56
2013-10-26,Google,brand,17.55,13,65,2.11
2013-10-26,Google,nonbrand,147.15,109,545,17.66
2013-10-26,direct,(direct),0.0,16,16,0.0
2013-10-27,Affiliate,(organic/referral),2.85,19,38,0.14
2013-10-27,Bing,brand,3.3,3,12,0.4
2013-10-27,Bing,nonbrand,18.7,17,68,2.24
2013-10-27,Google,brand,16.2,12,60,1.94
2013-10-27,Google,nonbrand,172.8,128,640,20.74
2013-10-27,direct,(direct),0.0,13,13,0.0
2013-10-28,Affiliate,(organic/referral),5.25,35,70,0.26
2013-10-28,Bing,brand,6.6,6,24,0.79
2013-10-28,Bing,nonbrand,47.3,43,172,5.68
2013-10-28,Google,brand,45.9,34,170,5.51
2013-10-28,Google,nonbrand,333.45,247,1235,40.01
2013-10-28,direct,(direct),0.0,32,32,0.0
2013-10-29,Affiliate,(organic/referral),6.3,42,84,0.32
2013-10-29,Bing,brand,6.6,6,24,0.79
2013-10-29,Bing,nonbrand,51.7,47,188,6.2
2013-10-29,Google,brand,35.1,26,130,4.21
2013-10-29,Google,nonbrand,349.65,259,1295,41.96
2013-10-29,direct,(direct),0.0,42,42,0.0
2013-10-30,Affiliate,(organic/referral),5.7,38,76,0.29
2013-10-30,Bing,brand,5.5,5,20,0.66
2013-10-30,Bing,nonbrand,66.0,60,240,7.92
2013-10-30,Google,brand,45.9,34,170,5.51
2013-10-30,Google,nonbrand,400.95,297,1485,48.11
2013-10-30,direct,(direct),0.0,29,29,0.0
2013-10-31,Affiliate,(organic/referral),4.35,29,58,0.22
2013-10-31,Bing,brand,7.7,7,28,0.92
2013-10-31,Bing,nonbrand,58.3,53,212,7.0
2013-10-31,Google,brand,39.15,29,145,4.7
2013-10-31,Google,nonbrand,376.65,279,1395,45.2
2013-10-31,direct,(direct),0.0,37,37,0.0
2013-11-01,Affiliate,(organic/referral),6.9,46,92,0.34
2013-11-01,Bing,brand,8.8,8,32,1.06
2013-11-01,Bing,nonbrand,52.8,48,192,6.34
2013-11-01,Google,brand,40.5,30,150,4.86
2013-11-01,Google,nonbrand,351.0,260,1300,42.12
2013-11-01,direct,(direct),0.0,34,34,0.0
2013-11-02,Affiliate,(organic/referral),2.4,16,32,0.12
2013-11-02,Bing,brand,1.1,1,4,0.13
2013-11-02,Bing,nonbrand,19.8,18,72,2.38
2013-11-02,Google,brand,18.9,14,70,2.27
2013-11-02,Google,nonbrand,151.2,112,560,18.14
2013-11-02,direct,(direct),0.0,14,14,0.0
2013-11-03,Affiliate,(organic/referral),3.75,25,50,0.19
2013-11-03,Bing,brand,2.2,2,8,0.26
2013-11-03,Bing,nonbrand,23.1,21,84,2.77
2013-11-03,Google,brand,16.2,12,60,1.94
2013-11-03,Google,nonbrand,162.0,120,600,19.44
2013-11-03,direct,(direct),0.0,17,17,0.0
2013-11-04,Affiliate,(organic/referral),6.15,41,82,0.31
2013-11-04,Bing,brand,7.7,7,28,0.92
2013-11-04,Bing,nonbrand,58.3,53,212,7.0
2013-11-04,Google,brand,28.35,21,105,3.4
2013-11-04,Google,nonbrand,372.6,276,1380,44.71
2013-11-04,direct,(direct),0.0,37,37,0.0
2013-11-05,Affiliate,(organic/referral),4.05,27,54,0.2
2013-11-05,Bing,brand,4.4,4,16,0.53
2013-11-05,Bing,nonbrand,36.3,33,132,4.36
2013-11-05,Google,brand,37.8,28,140,4.54
2013-11-05,Google,nonbrand,302.4,224,1120,36.29
2013-11-05,direct,(direct),0.0,36,36,0.0
2013-11-06,Affiliate,(organic/referral),5.85,39,78,0.29
2013-11-06,Bing,brand,7.7,7,28,0.92
2013-11-06,Bing,nonbrand,60.5,55,220,7.26
2013-11-06,Google,brand,35.1,26,130,4.21
2013-11-06,Google,nonbrand,371.25,275,1375,44.55
2013-11-06,direct,(direct),0.0,42,42,0.0
2013-11-07,Affiliate,(organic/referral),4.5,30,60,0.22
2013-11-07,Bing,brand,8.8,8,32,1.06
2013-11-07,Bing,nonbrand,49.5,45,180,5.94
2013-11-07,Google,brand,41.85,31,155,5.02
2013-11-07,Google,nonbrand,359.1,266,1330,43.09
2013-11-07,direct,(direct),0.0,30,30,0.0
2013-11-08,Affiliate,(organic/referral),4.5,30,60,0.22
2013-11-08,Bing,brand,6.6,6,24,0.79
2013-11-08,Bing,nonbrand,48.4,44,176,5.81
2013-11-08,Google,brand,35.1,26,130,4.21
2013-11-08,Google,nonbrand,303.75,225,1125,36.45
2013-11-08,direct,(direct),0.0,20,20,0.0
2013-11-09,Affiliate,(organic/referral),1.5,10,20,0.08
2013-11-09,Bing,brand,3.3,3,12,0.4
2013-11-09,Bing,nonbrand,14.3,13,52,1.72
2013-11-09,Google,brand,20.25,15,75,2.43
2013-11-09,Google,nonbrand,168.75,125,625,20.25
2013-11-09,direct,(direct),0.0,5,5,0.0
2013-11-10,Affiliate,(organic/referral),2.55,17,34,0.13
2013-11-10,Bing,brand,1.1,1,4,0.13
2013-11-10,Bing,nonbrand,27.5,25,100,3.3
2013-11-10,Google,brand,17.55,13,65,2.11
2013-11-10,Google,nonbrand,172.8,128,640,20.74
2013-11-10,direct,(direct),0.0,17,17,0.0
2013-11-11,Affiliate,(organic/referral),5.7,38,76,0.29
2013-11-11,Bing,brand,7.7,7,28,0.92
2013-11-11,Bing,nonbrand,50.6,46,184,6.07
2013-11-11,Google,brand,22.95,17,85,2.75
2013-11-11,Google,nonbrand,324.0,240,1200,38.88
2013-11-11,direct,(direct),0.0,36,36,0.0
2013-11-12,Affiliate,(organic/referral),4.65,31,62,0.23
2013-11-12,Bing,brand,8.8,8,32,1.06
2013-11-12,Bing,nonbrand,58.3,53,212,7.0
2013-11-12,Google,brand,36.45,27,135,4.37
2013-11-12,Google,nonbrand,345.6,256,1280,41.47
2013-11-12,direct,(direct),0.0,34,34,0.0
2013-11-13,Affiliate,(organic/referral),5.4,36,72,0.27
2013-11-13,Bing,brand,4.4,4,16,0.53
2013-11-13,Bing,nonbrand,48.4,44,176,5.81
2013-11-13,Google,brand,49.95,37,185,5.99
2013-11-13,Google,nonbrand,360.45,267,1335,43.25
2013-11-13,direct,(direct),0.0,33,33,0.0
2013-11-14,Affiliate,(organic/referral),4.05,27,54,0.2
2013-11-14,Bing,brand,4.4,4,16,0.53
2013-11-14,Bing,nonbrand,63.8,58,232,7.66
2013-11-14,Google,brand,36.45,27,135,4.37
2013-11-14,Google,nonbrand,338.85,251,1255,40.66
2013-11-14,direct,(direct),0.0,33,33,0.0
2013-11-15,Affiliate,(organic/referral),4.2,28,56,0.21
2013-11-15,Bing,brand,6.6,6,24,0.79
2013-11-15,Bing,nonbrand,47.3,43,172,5.68
2013-11-15,Google,brand,31.05,23,115,3.73
2013-11-15,Google,nonbrand,325.35,241,1205,39.04
2013-11-15,direct,(direct),0.0,30,30,0.0
2013-11-16,Affiliate,(organic/referral),1.8,12,24,0.09
2013-11-16,Bing,brand,2.2,2,8,0.26
2013-11-16,Bing,nonbrand,23.1,21,84,2.77
2013-11-16,Google,brand,16.2,12,60,1.94
2013-11-16,Google,nonbrand,153.9,114,570,18.47
2013-11-16,direct,(direct),0.0,13,13,0.0
2013-11-17,Affiliate,(organic/referral),2.4,16,32,0.12
2013-11-17,Bing,brand,2.2,2,8,0.26
2013-11-17,Bing,nonbrand,25.3,23,92,3.04
2013-11-17,Google,brand,17.55,13,65,2.11
2013-11-17,Google,nonbrand,153.9,114,570,18.47
2013-11-17,direct,(direct),0.0,22,22,0.0
2013-11-18,Affiliate,(organic/referral),4.65,31,62,0.23
2013-11-18,Bing,brand,5.5,5,20,0.66
2013-11-18,Bing,nonbrand,49.5,45,180,5.94
2013-11-18,Google,brand,40.5,30,150,4.86
2013-11-18,Google,nonbrand,332.1,246,1230,39.85
2013-11-18,direct,(direct),0.0,36,36,0.0
2013-11-19,Affiliate,(organic/referral),5.1,34,68,0.26
2013-11-19,Bing,brand,12.1,11,44,1.45
2013-11-19,Bing,nonbrand,57.2,52,208,6.86
2013-11-19,Google,brand,39.15,29,145,4.7
2013-11-19,Google,nonbrand,353.7,262,1310,42.44
2013-11-19,direct,(direct),0.0,30,30,0.0
2013-11-20,Affiliate,(organic/referral),5.7,38,76,0.29
2013-11-20,Bing,brand,7.7,7,28,0.92
2013-11-20,Bing,nonbrand,58.3,53,212,7.0
2013-11-20,Google,brand,52.65,39,195,6.32
2013-11-20,Google,nonbrand,378.0,280,1400,45.36
2013-11-20,direct,(direct),0.0,35,35,0.0
2013-11-21,Affiliate,(organic/referral),6.3,42,84,0.32
2013-11-21,Bing,brand,6.6,6,24,0.79
2013-11-21,Bing,nonbrand,49.5,45,180,5.94
2013-11-21,Google,brand,31.05,23,115,3.73
2013-11-21,Google,nonbrand,371.25,275,1375,44.55
2013-11-21,direct,(direct),0.0,24,24,0.0
2013-11-22,Affiliate,(organic/referral),4.95,33,66,0.25
2013-11-22,Bing,brand,11.0,10,40,1.32
2013-11-22,Bing,nonbrand,40.7,37,148,4.88
2013-11-22,Google,brand,39.15,29,145,4.7
2013-11-22,Google,nonbrand,324.0,240,1200,38.88
2013-11-22,direct,(direct),0.0,34,34,0.0
2013-11-23,Affiliate,(organic/referral),1.5,10,20,0.08
2013-11-23,Bing,nonbrand,18.7,17,68,2.24
2013-11-23,Google,brand,9.45,7,35,1.13
2013-11-23,Google,nonbrand,187.65,139,695,22.52
2013-11-23,direct,(direct),0.0,16,16,0.0
2013-11-24,Affiliate,(organic/referral),2.55,17,34,0.13
2013-11-24,Bing,brand,2.2,2,8,0.26
2013-11-24,Bing,nonbrand,28.6,26,104,3.43
2013-11-24,Google,brand,21.6,16,80,2.59
2013-11-24,Google,nonbrand,209.25,155,775,25.11
2013-11-24,direct,(direct),0.0,22,22,0.0
2013-11-25,Affiliate,(organic/referral),4.65,31,62,0.23
2013-11-25,Bing,brand,11.0,10,40,1.32
2013-11-25,Bing,nonbrand,60.5,55,220,7.26
2013-11-25,Google,brand,20.25,15,75,2.43
2013-11-25,Google,nonbrand,372.6,276,1380,44.71
2013-11-25,direct,(direct),0.0,43,43,0.0
2013-11-26,Affiliate,(organic/referral),4.05,27,54,0.2
2013-11-26,Bing,brand,4.4,4,16,0.53
2013-11-26,Bing,nonbrand,59.4,54,216,7.13
2013-11-26,Google,brand,29.7,22,110,3.56
2013-11-26,Google,nonbrand,449.55,333,1665,53.95
2013-11-26,direct,(direct),0.0,33,33,0.0
2013-11-27,Affiliate,(organic/referral),5.85,39,78,0.29
2013-11-27,Bing,brand,8.8,8,32,1.06
2013-11-27,Bing,nonbrand,57.2,52,208,6.86
2013-11-27,Google,brand,39.15,29,145,4.7
2013-11-27,Google,nonbrand,477.9,354,1770,57.35
2013-11-27,direct,(direct),0.0,25,25,0.0
2013-11-28,Affiliate,(organic/referral),5.55,37,74,0.28
2013-11-28,Bing,brand,11.0,10,40,1.32
2013-11-28,Bing,nonbrand,59.4,54,216,7.13
2013-11-28,Google,brand,45.9,34,170,5.51
2013-11-28,Google,nonbrand,382.05,283,1415,45.85
2013-11-28,direct,(direct),0.0,34,34,0.0
2013-11-29,Affiliate,(organic/referral),21.9,146,292,1.1
2013-11-29,Bing,brand,31.9,29,116,3.83
2013-11-29,Bing,nonbrand,563.2,512,2048,67.58
2013-11-29,Google,brand,159.3,118,590,19.12
2013-11-29,Google,nonbrand,4070.25,3015,15075,488.43
2013-11-29,direct,(direct),0.0,143,143,0.0
2013-11-30,Affiliate,(organic/referral),2.25,15,30,0.11
2013-11-30,Bing,brand,1.1,1,4,0.13
2013-11-30,Bing,nonbrand,26.4,24,96,3.17
2013-11-30,Google,brand,18.9,14,70,2.27
2013-11-30,Google,nonbrand,183.6,136,680,22.03
2013-11-30,direct,(direct),0.0,18,18,0.0
2013-12-01,Affiliate,(organic/referral),3.45,23,46,0.17
2013-12-01,Bing,brand,5.5,5,20,0.66
2013-12-01,Bing,nonbrand,25.3,23,92,3.04
2013-12-01,Google,brand,16.2,12,60,1.94
2013-12-01,Google,nonbrand,172.8,128,640,20.74
2013-12-01,direct,(direct),0.0,17,17,0.0
2013-12-02,Affiliate,(organic/referral),20.85,139,278,1.04
2013-12-02,Bing,brand,31.9,29,116,3.83
2013-12-02,Bing,nonbrand,485.1,441,1764,58.21
2013-12-02,Google,brand,136.35,101,505,16.36
2013-12-02,Google,nonbrand,2994.3,2218,11090,359.32
